postID,date,time,platform,content_type,caption,hashtags,likes,comments,shares,saves,reach,engagement_rate
P00400,05-07-2024,10:40,instagram,image_caurosel,Post about content strategy,#content #branding #marketing,4321,"Interesting approach, might test this soon",20,358,76298,0.0652
P00401,17-07-2024,10:18,instagram,image_caurosel,Post about engagement tips,#socialmedia #growth,600,This gave me a new angle to think about,371,551,816,2.0441
P00402,31-01-2024,01:27,twiter,image_caurosel,Post about growth,#strategy #trends,1201,Clear explanation without unnecessary hype,150,318,8691,0.2055
P00403,17-03-2024,23:24,instagram,image_caurosel,Post about analytics,#analytics #branding #marketing #engagement,3605,I tried something similar and got decent results,197,40,68750,0.0623
P00404,23-03-2024,22:40,facebook,image_caurosel,Post about engagement tips,#socialmedia #analytics,1067,This gave me a new angle to think about,39,22,11828,0.1264
P00405,07-11-2024,13:20,instagram,image,Post about content strategy,#growth #engagement #marketing,2982,Appreciate the practical example here,688,202,26636,0.1478
P00406,25-03-2024,20:03,instagram,video,Post about brand building,#marketing #engagement #trends #growth,1523,This saves a lot of trial and error,155,359,22056,0.1097
P00407,12-01-2024,16:09,youtube,video,Post about brand building,#engagement #analytics,4973,Makes sense when you see it laid out like this,648,345,91525,0.0674
P00408,21-03-2024,11:26,facebook,video,Post about engagement tips,#content #digital #engagement #branding,87,Easy to understand and practical,512,527,118,13.2458
P00409,23-03-2024,06:50,youtube,video,Post about content strategy,#strategy #branding #digital,2641,Appreciate the practical example here,385,195,20286,0.1818
P00410,20-10-2024,01:09,instagram,image_caurosel,Post about brand building,#branding #strategy #content,4523,This was genuinely helpful for my workflow,500,281,15418,0.3606
P00411,14-02-2024,08:56,youtube,video,Post about engagement tips,#branding #socialmedia #engagement,4874,"Interesting approach, might test this soon",795,136,18381,0.3265
P00412,19-02-2024,20:16,twiter,image,Post about analytics,#strategy #trends #content #engagement,342,"Short and informative, I like it",505,306,2119,0.5621
P00413,20-12-2024,22:30,youtube,image_caurosel,Post about analytics,#branding #marketing #analytics #engagement,2324,Makes sense when you see it laid out like this,467,325,28640,0.1212
P00414,07-05-2024,00:05,youtube,image_caurosel,Post about analytics,#trends #engagement #socialmedia,2177,This actually answered a question I had,518,34,31348,0.095
P00415,24-06-2024,16:16,twiter,image_caurosel,Post about analytics,#engagement #growth,1568,"Useful breakdown, especially the last part",139,122,22725,0.0849
P00416,12-05-2024,02:40,instagram,video,Post about brand building,#growth #socialmedia #content,549,"Helpful context, thanks for sharing",226,164,10610,0.1035
P00417,09-06-2024,14:30,facebook,image,Post about analytics,#socialmedia #strategy #digital #growth,545,Appreciate the practical example here,762,392,4366,0.4668
P00418,11-03-2024,11:06,instagram,video,Post about content strategy,#digital #socialmedia,3902,"Interesting approach, might test this soon",480,504,39029,0.1327
P00419,13-07-2024,10:24,facebook,image,Post about growth,#growth #engagement #socialmedia,969,This actually answered a question I had,143,510,10249,0.207
P00420,21-08-2024,20:12,facebook,image,Post about analytics,#growth #branding #strategy #digital,3076,"Straight to the point, well done",576,371,34599,0.1305
P00421,29-12-2024,17:04,facebook,video,Post about brand building,#socialmedia #growth #trends #digital,4855,This actually answered a question I had,65,430,6164,0.8861
P00422,21-02-2024,00:17,youtube,image,Post about growth,#digital #marketing #content,1632,"Interesting approach, might test this soon",694,594,25021,0.1305
P00423,29-12-2024,06:11,facebook,image_caurosel,Post about analytics,#branding #strategy,4879,Good reminder of the basics,545,185,6611,0.8935
P00424,11-12-2024,22:27,youtube,video,Post about content strategy,#analytics #content #digital #strategy,3196,This was genuinely helpful for my workflow,414,27,7625,0.5176
P00425,14-01-2024,11:46,twiter,video,Post about analytics,#digital #branding #analytics,496,Appreciate the practical example here,437,544,6827,0.2291
P00426,21-03-2024,03:10,twiter,video,Post about brand building,#socialmedia #strategy #engagement #growth,1292,This saves a lot of trial and error,152,113,20597,0.0956
P00427,05-10-2024,04:15,youtube,image_caurosel,Post about content strategy,#socialmedia #engagement,173,"Short and informative, I like it",744,59,1160,1.0319
P00428,17-07-2024,21:53,youtube,image,Post about brand building,#marketing #analytics,3567,This gave me a new angle to think about,343,487,9035,0.4997
P00429,05-02-2024,20:05,instagram,image,Post about growth,#engagement #growth #analytics #socialmedia,2178,This actually answered a question I had,84,339,8020,0.3465
P00430,09-08-2024,05:37,youtube,image,Post about growth,#analytics #marketing #branding #engagement,2706,I tried something similar and got decent results,108,525,30830,0.1239
P00431,20-06-2024,12:10,facebook,video,Post about analytics,#branding #engagement #socialmedia,441,"Straight to the point, well done",104,533,3594,0.374
P00432,27-08-2024,03:12,instagram,image_caurosel,Post about brand building,#branding #digital #strategy #socialmedia,79,"Useful breakdown, especially the last part",718,228,1454,0.848
P00433,04-12-2024,22:54,instagram,image_caurosel,Post about analytics,#socialmedia #marketing,2754,This confirms what our data showed,227,38,29037,0.1115
P00434,08-04-2024,21:31,twiter,image_caurosel,Post about growth,#engagement #trends #branding #marketing,2205,"Short and informative, I like it",643,102,27288,0.1177
P00435,30-08-2024,04:42,youtube,video,Post about analytics,#marketing #socialmedia #strategy #content,1089,Good reminder of the basics,144,68,16958,0.0902
P00436,02-05-2024,05:44,twiter,image,Post about content strategy,#engagement #trends,490,Appreciate the practical example here,226,596,4905,0.3048
P00437,02-01-2024,07:40,facebook,video,Post about content strategy,#socialmedia #trends #content #marketing,1131,"Straight to the point, well done",93,556,15263,0.1459
P00438,02-01-2024,09:37,twiter,video,Post about brand building,#engagement #strategy #growth #analytics,1303,"Not groundbreaking, but very solid advice",43,362,4082,0.5292
P00439,14-04-2024,11:32,facebook,video,Post about content strategy,#strategy #analytics #marketing #growth,4006,I wish more posts explained it this clearly,744,345,20589,0.257
P00440,06-12-2024,08:07,instagram,image,Post about brand building,#growth #strategy #content,4947,This confirms what our data showed,189,44,74674,0.0714
P00441,28-05-2024,10:46,facebook,video,Post about engagement tips,#branding #engagement #digital,2450,Clear explanation without unnecessary hype,411,32,19299,0.163
P00442,03-07-2024,11:44,youtube,image,Post about brand building,#digital #trends,1748,I wish more posts explained it this clearly,239,442,18532,0.1489
P00443,17-01-2024,07:21,twiter,image,Post about growth,#analytics #engagement #socialmedia #trends,3633,This gave me a new angle to think about,622,537,43699,0.1192
P00444,18-05-2024,13:55,instagram,image,Post about engagement tips,#digital #analytics,4041,Appreciate the practical example here,44,134,48479,0.0961
P00445,30-12-2024,21:54,facebook,image,Post about growth,#marketing #content,1342,I wish more posts explained it this clearly,360,287,3349,0.7363
P00446,08-04-2024,03:57,twiter,image,Post about brand building,#trends #branding #marketing,1297,Makes sense when you see it laid out like this,791,383,18003,0.1409
P00447,18-07-2024,03:48,twiter,image,Post about analytics,#marketing #growth #strategy #trends,1572,"Short and informative, I like it",388,11,25701,0.0843
P00448,11-12-2024,06:45,facebook,image_caurosel,Post about engagement tips,#trends #digital #socialmedia #marketing,4741,"Short and informative, I like it",625,237,43269,0.1308
P00449,15-06-2024,03:15,facebook,image,Post about content strategy,#digital #marketing #growth,4277,This aligns with what I’ve been seeing lately,659,92,71147,0.074
P00450,18-06-2024,18:15,instagram,video,Post about growth,#strategy #branding #trends #growth,3322,"Helpful context, thanks for sharing",246,432,19304,0.2163
P00451,27-08-2024,19:39,facebook,video,Post about engagement tips,#content #analytics #socialmedia #strategy,161,This saves a lot of trial and error,55,389,2073,0.3502
P00452,16-02-2024,02:05,youtube,image_caurosel,Post about content strategy,#content #trends,2594,"Not groundbreaking, but very solid advice",472,217,48040,0.0685
P00453,21-08-2024,22:10,youtube,video,Post about brand building,#socialmedia #digital #branding,2419,This confirms what our data showed,718,356,36262,0.1016
P00454,17-04-2024,19:35,twiter,image,Post about growth,#digital #socialmedia #trends #engagement,1856,This confirms what our data showed,396,366,23861,0.1228
P00455,24-11-2024,03:21,facebook,image,Post about growth,#growth #content #marketing,2733,Appreciate the practical example here,140,336,46923,0.0777
P00456,05-12-2024,12:16,facebook,image_caurosel,Post about engagement tips,#digital #marketing,1669,This was genuinely helpful for my workflow,680,544,16314,0.1889
P00457,11-07-2024,17:30,facebook,video,Post about analytics,#analytics #trends,1849,"Useful breakdown, especially the last part",328,411,4633,0.6145
P00458,26-11-2024,10:18,facebook,video,Post about engagement tips,#trends #socialmedia #analytics #engagement,4160,This actually answered a question I had,139,175,70965,0.0694
P00459,03-06-2024,21:28,twiter,video,Post about analytics,#engagement #trends #analytics,1697,I tried something similar and got decent results,559,585,29028,0.1019
P00460,30-11-2024,04:17,youtube,image_caurosel,Post about brand building,#marketing #growth,922,This saves a lot of trial and error,82,33,17724,0.0798
P00461,14-02-2024,10:57,twiter,video,Post about growth,#digital #trends,3768,Clear explanation without unnecessary hype,545,244,27705,0.1684
P00462,06-02-2024,22:18,twiter,image,Post about growth,#engagement #branding,234,This confirms what our data showed,639,123,668,1.6198
P00463,03-01-2024,02:59,instagram,video,Post about brand building,#content #strategy,532,This saves a lot of trial and error,749,293,4281,0.4055
P00464,11-07-2024,23:53,facebook,image_caurosel,Post about content strategy,#marketing #growth #socialmedia,3785,This gave me a new angle to think about,201,225,40657,0.1071
P00465,13-08-2024,15:01,twiter,image,Post about analytics,#digital #engagement,3066,Makes sense when you see it laid out like this,472,522,25888,0.1669
P00466,21-03-2024,05:30,facebook,image_caurosel,Post about analytics,#trends #socialmedia #branding,4347,"Useful breakdown, especially the last part",782,157,60081,0.0959
P00467,27-06-2024,18:53,facebook,image,Post about engagement tips,#branding #trends,1042,Simple but effective insight,493,288,13411,0.1589
P00468,09-10-2024,04:44,facebook,image,Post about growth,#content #engagement #trends #strategy,4576,I wish more posts explained it this clearly,615,576,86651,0.0719
P00469,06-04-2024,04:20,facebook,video,Post about engagement tips,#branding #analytics #socialmedia,875,Appreciate the practical example here,159,421,6541,0.263
P00470,22-10-2024,06:28,instagram,image_caurosel,Post about growth,#engagement #marketing,1606,"Short and informative, I like it",165,486,20840,0.1217
P00471,22-02-2024,23:38,facebook,video,Post about analytics,#digital #trends #socialmedia #growth,4456,Clear explanation without unnecessary hype,445,222,44636,0.1221
P00472,25-11-2024,17:51,youtube,image_caurosel,Post about brand building,#growth #trends,1341,This gave me a new angle to think about,707,314,6387,0.3908
P00473,13-02-2024,05:16,youtube,image,Post about engagement tips,#digital #growth,2144,I wish more posts explained it this clearly,258,88,19392,0.1416
P00474,28-02-2024,03:28,instagram,image_caurosel,Post about analytics,#digital #marketing,1880,Good reminder of the basics,8,117,23480,0.1019
P00475,17-07-2024,09:26,youtube,video,Post about brand building,#engagement #content #trends #analytics,3423,Appreciate the practical example here,667,546,29163,0.163
P00476,27-07-2024,14:36,facebook,video,Post about brand building,#socialmedia #digital,3389,I wish more posts explained it this clearly,216,50,40090,0.094
P00477,05-01-2024,06:30,facebook,image,Post about engagement tips,#growth #analytics #content #digital,158,This was genuinely helpful for my workflow,265,499,2766,0.3641
P00478,02-12-2024,10:33,facebook,image,Post about growth,#marketing #socialmedia,2477,This actually answered a question I had,22,391,31439,0.1038
P00479,23-01-2024,05:07,youtube,video,Post about growth,#marketing #digital #analytics,2469,Easy to understand and practical,313,558,47606,0.0789
P00480,21-07-2024,16:29,twiter,image,Post about engagement tips,#socialmedia #content #growth,4156,Makes sense when you see it laid out like this,757,424,20213,0.2673
P00481,12-04-2024,17:17,youtube,video,Post about growth,#engagement #branding #growth #socialmedia,2685,This saves a lot of trial and error,491,387,28472,0.1346
P00482,18-07-2024,05:27,facebook,image,Post about analytics,#strategy #marketing,2312,I wish more posts explained it this clearly,370,156,41869,0.0742
P00483,11-02-2024,09:58,instagram,video,Post about growth,#socialmedia #content,327,This actually answered a question I had,628,455,5782,0.3257
P00484,16-09-2024,15:05,youtube,image_caurosel,Post about analytics,#growth #socialmedia #strategy #branding,208,This gave me a new angle to think about,384,372,746,1.8458
P00485,05-11-2024,13:28,twiter,video,Post about analytics,#marketing #socialmedia #content,4290,This actually answered a question I had,72,140,42270,0.1166
P00486,01-11-2024,18:44,facebook,video,Post about content strategy,#engagement #branding #analytics #strategy,528,I wish more posts explained it this clearly,114,102,7558,0.1033
P00487,11-01-2024,17:17,youtube,image_caurosel,Post about brand building,#digital #growth #trends,2357,This aligns with what I’ve been seeing lately,467,599,23698,0.1511
P00488,11-06-2024,07:26,twiter,video,Post about brand building,#content #engagement,4217,"Useful breakdown, especially the last part",515,298,44615,0.1171
P00489,09-11-2024,17:00,youtube,image,Post about analytics,#branding #growth #content,1721,This saves a lot of trial and error,138,560,22964,0.1084
P00490,30-03-2024,20:41,instagram,image_caurosel,Post about analytics,#content #trends #growth,836,"Interesting approach, might test this soon",307,106,3877,0.3861
P00491,07-12-2024,18:25,instagram,image_caurosel,Post about engagement tips,#strategy #digital,4651,This confirms what our data showed,758,292,57407,0.1053
P00492,26-08-2024,02:45,facebook,image,Post about content strategy,#engagement #digital #branding,350,Easy to understand and practical,83,246,5965,0.1784
P00493,07-07-2024,04:57,facebook,image,Post about content strategy,#strategy #analytics,1556,Simple but effective insight,558,181,7156,0.3277
P00494,09-10-2024,08:13,instagram,image_caurosel,Post about engagement tips,#content #engagement,1882,This was genuinely helpful for my workflow,336,295,21734,0.1178
P00495,13-08-2024,08:15,youtube,video,Post about growth,#content #strategy #socialmedia,3123,"Straight to the point, well done",0,96,18113,0.1894
P00496,17-08-2024,01:56,youtube,video,Post about growth,#trends #engagement #analytics #content,2398,Makes sense when you see it laid out like this,218,59,26812,0.1109
P00497,20-03-2024,05:12,youtube,video,Post about brand building,#digital #content #growth #strategy,4471,This actually answered a question I had,473,272,49805,0.1089
P00498,17-10-2024,03:02,twiter,image,Post about content strategy,#branding #content #engagement #growth,2721,This saves a lot of trial and error,48,512,27061,0.131
P00499,27-08-2024,03:15,facebook,image_caurosel,Post about analytics,#engagement #digital,4691,This gave me a new angle to think about,325,112,85930,0.0608
P00500,19-06-2024,01:11,instagram,image_caurosel,Post about growth,#marketing #trends #engagement,3700,I wish more posts explained it this clearly,493,47,26452,0.1762
P00501,15-09-2024,01:37,instagram,image_caurosel,Post about content strategy,#engagement #content #strategy,755,I tried something similar and got decent results,423,237,14697,0.1014
P00502,26-11-2024,13:12,facebook,image,Post about growth,#socialmedia #marketing,4189,I wish more posts explained it this clearly,9,330,9097,0.5324
P00503,07-09-2024,18:20,youtube,image,Post about content strategy,#trends #socialmedia #engagement,4089,This confirms what our data showed,382,101,80900,0.059
P00504,26-09-2024,21:06,instagram,video,Post about engagement tips,#trends #marketing #socialmedia #digital,3126,Easy to understand and practical,106,503,9565,0.4127
P00505,28-08-2024,08:42,youtube,image,Post about analytics,#trends #engagement #content,2541,This aligns with what I’ve been seeing lately,46,431,46143,0.0721
P00506,31-05-2024,17:15,instagram,video,Post about growth,#engagement #strategy #analytics,4992,Easy to understand and practical,631,53,48503,0.1204
P00507,01-09-2024,09:42,youtube,image_caurosel,Post about content strategy,#marketing #growth #trends #digital,2539,Appreciate the practical example here,649,546,5516,0.7431
P00508,14-05-2024,22:45,twiter,video,Post about brand building,#socialmedia #growth,2000,This saves a lot of trial and error,750,390,16858,0.2092
P00509,21-09-2024,05:54,twiter,image,Post about growth,#branding #engagement #marketing #strategy,3209,Appreciate the practical example here,354,157,55881,0.0708
P00510,01-01-2024,02:09,instagram,image_caurosel,Post about content strategy,#marketing #socialmedia #engagement #branding,3303,Simple but effective insight,560,65,24714,0.1659
P00511,06-09-2024,00:03,twiter,image_caurosel,Post about analytics,#strategy #digital #analytics,1039,Appreciate the practical example here,221,157,11126,0.1383
P00512,09-06-2024,18:28,twiter,image,Post about brand building,#analytics #trends #digital #socialmedia,3266,"Straight to the point, well done",700,148,58915,0.0758
P00513,21-12-2024,09:49,youtube,image,Post about content strategy,#branding #engagement,216,This confirms what our data showed,689,124,1062,1.3484
P00514,22-03-2024,05:10,facebook,image_caurosel,Post about growth,#content #socialmedia,3676,Simple but effective insight,109,95,49440,0.0827
P00515,06-05-2024,14:07,youtube,image,Post about content strategy,#growth #content,3766,"Interesting approach, might test this soon",679,53,57419,0.084
P00516,20-08-2024,09:26,twiter,image,Post about growth,#content #digital,4405,This saves a lot of trial and error,370,130,54896,0.0901
P00517,24-05-2024,19:58,youtube,image_caurosel,Post about engagement tips,#trends #engagement,1586,I wish more posts explained it this clearly,653,492,11557,0.2535
P00518,11-05-2024,16:44,facebook,video,Post about engagement tips,#marketing #engagement,4100,Makes sense when you see it laid out like this,264,404,17635,0.2773
P00519,24-06-2024,23:47,youtube,image,Post about analytics,#content #strategy #analytics,3131,This actually answered a question I had,656,126,39660,0.107
P00520,15-06-2024,19:08,facebook,image,Post about brand building,#content #marketing,3703,"Useful breakdown, especially the last part",479,294,66378,0.0722
P00521,01-10-2024,00:29,instagram,video,Post about analytics,#socialmedia #trends #growth #analytics,4121,Makes sense when you see it laid out like this,383,218,60115,0.085
P00522,13-04-2024,21:29,instagram,image,Post about engagement tips,#growth #socialmedia,3447,This actually answered a question I had,380,590,46851,0.1041
P00523,22-09-2024,11:36,instagram,video,Post about analytics,#trends #strategy,990,This confirms what our data showed,597,457,14563,0.1639
P00524,06-08-2024,23:28,youtube,image,Post about brand building,#growth #marketing #analytics #strategy,2749,"Interesting approach, might test this soon",256,394,23439,0.156
P00525,01-06-2024,09:28,instagram,video,Post about growth,#socialmedia #analytics,694,This gave me a new angle to think about,220,242,8879,0.1757
P00526,18-12-2024,23:19,twiter,image_caurosel,Post about analytics,#digital #content #growth #marketing,806,I tried something similar and got decent results,389,156,15883,0.1024
P00527,10-02-2024,23:17,twiter,image,Post about analytics,#analytics #engagement #trends,4040,Appreciate the practical example here,332,35,56884,0.0832
P00528,20-08-2024,20:51,instagram,video,Post about growth,#branding #digital,2897,"Useful breakdown, especially the last part",777,137,41965,0.0996
P00529,29-09-2024,12:14,twiter,image_caurosel,Post about growth,#content #digital #branding,1984,"Helpful context, thanks for sharing",654,102,38370,0.076
P00530,28-04-2024,23:40,twiter,video,Post about engagement tips,#digital #content #socialmedia #strategy,4741,This was genuinely helpful for my workflow,721,225,43906,0.1321
P00531,21-10-2024,20:20,instagram,image_caurosel,Post about engagement tips,#strategy #growth #engagement #marketing,293,"Helpful context, thanks for sharing",603,558,3493,0.5099
P00532,21-04-2024,09:42,facebook,video,Post about engagement tips,#trends #growth #branding #engagement,2722,"Helpful context, thanks for sharing",483,0,48300,0.0692
P00533,02-11-2024,10:01,youtube,image,Post about content strategy,#growth #analytics #strategy #trends,1555,This actually answered a question I had,746,202,11757,0.2306
P00534,29-02-2024,08:48,instagram,image,Post about engagement tips,#strategy #digital #branding,3109,This was genuinely helpful for my workflow,769,151,9448,0.4434
P00535,23-04-2024,13:16,twiter,image_caurosel,Post about content strategy,#marketing #strategy #branding,2754,Simple but effective insight,234,328,53856,0.0635
P00536,18-04-2024,16:11,instagram,image,Post about growth,#engagement #trends #branding #analytics,3042,"Not groundbreaking, but very solid advice",119,376,25493,0.1413
P00537,21-09-2024,08:35,facebook,image,Post about engagement tips,#analytics #growth #branding,398,Easy to understand and practical,351,430,7938,0.1892
P00538,19-12-2024,01:12,facebook,image_caurosel,Post about brand building,#engagement #digital #trends #analytics,857,I tried something similar and got decent results,241,253,15411,0.0962
P00539,08-04-2024,01:45,twiter,image_caurosel,Post about growth,#digital #socialmedia #engagement,1939,Simple but effective insight,435,530,33165,0.0906
P00540,19-09-2024,04:55,instagram,image_caurosel,Post about content strategy,#trends #digital,4377,"Helpful context, thanks for sharing",178,98,72147,0.069
P00541,10-02-2024,11:01,instagram,image,Post about analytics,#strategy #trends,3971,This aligns with what I’ve been seeing lately,346,407,31148,0.1676
P00542,18-12-2024,04:06,facebook,video,Post about content strategy,#socialmedia #content #trends,3821,This confirms what our data showed,792,229,16945,0.2962
P00543,23-01-2024,08:51,twiter,image,Post about brand building,#growth #engagement,2483,Appreciate the practical example here,640,393,32838,0.1146
P00544,10-02-2024,23:04,youtube,video,Post about growth,#analytics #marketing #engagement #growth,1723,Easy to understand and practical,352,595,15671,0.1768
P00545,04-12-2024,18:17,youtube,image,Post about analytics,#growth #trends #strategy,2123,Simple but effective insight,281,29,29045,0.1002
P00546,15-01-2024,11:57,youtube,image,Post about engagement tips,#marketing #strategy #socialmedia #growth,4826,"Short and informative, I like it",276,134,68641,0.0794
P00547,22-01-2024,15:11,facebook,video,Post about engagement tips,#strategy #content,3369,"Useful breakdown, especially the last part",712,139,35696,0.1294
P00548,16-05-2024,20:23,youtube,video,Post about brand building,#analytics #strategy #growth #socialmedia,746,This was genuinely helpful for my workflow,244,118,8298,0.1913
P00549,17-02-2024,01:26,facebook,image_caurosel,Post about growth,#engagement #growth #content,2741,This actually answered a question I had,236,320,17736,0.1897
P00550,20-11-2024,15:10,youtube,image,Post about brand building,#digital #socialmedia,1738,This gave me a new angle to think about,146,568,32151,0.0888
P00551,13-08-2024,16:37,facebook,video,Post about growth,#branding #marketing #engagement #trends,923,I wish more posts explained it this clearly,120,342,17985,0.0995
P00552,20-10-2024,13:04,instagram,image_caurosel,Post about brand building,#digital #strategy #content #socialmedia,489,I wish more posts explained it this clearly,132,337,7486,0.1715
P00553,13-05-2024,10:46,youtube,image,Post about engagement tips,#analytics #socialmedia #digital,3092,I tried something similar and got decent results,304,92,31987,0.1095
P00554,02-05-2024,22:18,instagram,video,Post about content strategy,#growth #trends,4680,This saves a lot of trial and error,15,154,11432,0.4666
P00555,10-05-2024,05:51,twiter,image_caurosel,Post about content strategy,#engagement #analytics #marketing #growth,3897,This gave me a new angle to think about,454,396,19214,0.2535
P00556,05-02-2024,19:08,youtube,video,Post about brand building,#content #trends,3696,"Straight to the point, well done",681,593,65776,0.0818
P00557,14-09-2024,06:36,twiter,image_caurosel,Post about engagement tips,#analytics #strategy #digital #engagement,1047,Clear explanation without unnecessary hype,601,234,15469,0.1333
P00558,16-06-2024,19:11,twiter,image_caurosel,Post about engagement tips,#digital #strategy,205,This gave me a new angle to think about,113,256,1906,0.5551
P00559,28-03-2024,08:58,twiter,image,Post about analytics,#branding #engagement #growth,2557,Easy to understand and practical,548,152,36345,0.0935
P00560,25-03-2024,06:46,twiter,image_caurosel,Post about engagement tips,#content #engagement #trends,4862,Simple but effective insight,196,454,22143,0.2694
P00561,05-07-2024,16:21,facebook,image,Post about content strategy,#analytics #digital,446,This saves a lot of trial and error,435,256,3354,0.4803
P00562,19-09-2024,20:21,twiter,image_caurosel,Post about engagement tips,#socialmedia #branding,4364,Clear explanation without unnecessary hype,611,211,22391,0.2359
P00563,18-04-2024,19:15,twiter,image,Post about content strategy,#marketing #socialmedia #trends #engagement,943,Appreciate the practical example here,303,563,17326,0.1143
P00564,16-10-2024,13:12,facebook,image,Post about brand building,#engagement #marketing #branding,2164,"Useful breakdown, especially the last part",540,80,40571,0.0797
P00565,01-03-2024,17:19,youtube,video,Post about analytics,#digital #branding #strategy #analytics,3307,Easy to understand and practical,668,364,54600,0.0879
P00566,14-02-2024,12:22,facebook,video,Post about engagement tips,#branding #growth #analytics,1967,"Not groundbreaking, but very solid advice",797,44,7549,0.4141
P00567,18-09-2024,05:01,facebook,image,Post about brand building,#engagement #analytics #content #branding,2468,This saves a lot of trial and error,183,591,9752,0.362
P00568,25-03-2024,10:53,facebook,image_caurosel,Post about brand building,#analytics #trends,393,This actually answered a question I had,381,88,564,2.1259
P00569,30-05-2024,04:34,twiter,image,Post about analytics,#engagement #analytics,938,This saves a lot of trial and error,518,161,14345,0.1362
P00570,25-07-2024,17:20,facebook,image,Post about content strategy,#strategy #digital,1527,Easy to understand and practical,129,310,14166,0.144
P00571,21-08-2024,20:36,youtube,video,Post about content strategy,#socialmedia #analytics #digital #strategy,825,I wish more posts explained it this clearly,783,548,9922,0.2584
P00572,10-01-2024,13:50,twiter,image,Post about growth,#branding #socialmedia,4459,"Interesting approach, might test this soon",100,103,28085,0.179
P00573,26-06-2024,20:51,youtube,image,Post about content strategy,#strategy #socialmedia #digital,2862,I tried something similar and got decent results,667,157,32822,0.1196
P00574,29-06-2024,18:23,instagram,image,Post about analytics,#branding #socialmedia,4396,This gave me a new angle to think about,413,364,77017,0.0709
P00575,02-12-2024,17:11,instagram,video,Post about brand building,#analytics #growth,3577,This aligns with what I’ve been seeing lately,40,41,40678,0.097
P00576,14-12-2024,22:00,facebook,image_caurosel,Post about analytics,#growth #analytics,1186,Makes sense when you see it laid out like this,688,452,22204,0.1193
P00577,29-09-2024,15:51,twiter,image_caurosel,Post about analytics,#digital #branding #engagement #content,1272,I tried something similar and got decent results,160,540,20171,0.1081
P00578,05-07-2024,19:51,twiter,video,Post about growth,#engagement #strategy #analytics #marketing,3623,Good reminder of the basics,129,461,20579,0.219
P00579,01-09-2024,15:02,youtube,image,Post about growth,#trends #content,3309,Good reminder of the basics,381,580,5131,0.8979
P00580,29-04-2024,17:53,instagram,video,Post about content strategy,#trends #strategy #digital #growth,2188,This gave me a new angle to think about,670,458,7330,0.484
P00581,08-08-2024,22:08,instagram,video,Post about analytics,#growth #trends,666,"Straight to the point, well done",423,126,9036,0.1545
P00582,23-06-2024,00:33,instagram,image,Post about brand building,#trends #branding #analytics,241,"Helpful context, thanks for sharing",410,280,2607,0.3698
P00583,20-08-2024,14:39,twiter,image_caurosel,Post about brand building,#engagement #analytics,3850,"Straight to the point, well done",292,410,9124,0.5048
P00584,18-05-2024,18:22,twiter,image,Post about brand building,#digital #trends,3074,Good reminder of the basics,755,113,24638,0.1603
P00585,05-06-2024,02:29,twiter,image_caurosel,Post about brand building,#marketing #digital,1214,This gave me a new angle to think about,180,23,20549,0.0903
P00586,28-07-2024,00:04,twiter,video,Post about brand building,#digital #socialmedia #content #branding,4431,"Useful breakdown, especially the last part",264,339,37674,0.141
P00587,10-01-2024,00:23,youtube,video,Post about growth,#strategy #trends,2886,This saves a lot of trial and error,426,25,22259,0.156
P00588,18-02-2024,08:22,youtube,image_caurosel,Post about growth,#engagement #trends #growth #socialmedia,4918,This confirms what our data showed,346,73,74718,0.0763
P00589,20-05-2024,19:35,facebook,image_caurosel,Post about growth,#strategy #marketing #analytics #content,4297,This saves a lot of trial and error,348,485,37197,0.1437
P00590,24-06-2024,09:27,facebook,image_caurosel,Post about growth,#strategy #analytics #trends #engagement,1566,This saves a lot of trial and error,418,421,29329,0.0925
P00591,30-10-2024,19:54,twiter,image,Post about growth,#content #branding,1479,"Straight to the point, well done",731,5,26214,0.0852
P00592,03-05-2024,02:40,facebook,image_caurosel,Post about analytics,#socialmedia #engagement,4866,"Short and informative, I like it",108,461,32325,0.183
P00593,27-02-2024,05:50,instagram,image,Post about analytics,#content #engagement #analytics,2706,This confirms what our data showed,445,323,33866,0.1168
P00594,21-02-2024,03:04,facebook,video,Post about content strategy,#socialmedia #content,842,"Helpful context, thanks for sharing",463,574,15904,0.1343
P00595,29-08-2024,13:31,facebook,image,Post about content strategy,#socialmedia #strategy #analytics #engagement,3142,"Interesting approach, might test this soon",702,140,43098,0.1028
P00596,24-04-2024,22:52,instagram,video,Post about engagement tips,#strategy #analytics #growth,4933,"Straight to the point, well done",645,242,37431,0.1617
P00597,25-06-2024,15:11,instagram,video,Post about engagement tips,#content #socialmedia,2762,"Short and informative, I like it",66,72,22847,0.1298
P00598,19-01-2024,20:08,facebook,image,Post about engagement tips,#growth #digital #trends,4320,This confirms what our data showed,442,192,7883,0.6632
P00599,14-05-2024,10:47,youtube,image_caurosel,Post about content strategy,#trends #socialmedia,1703,This was genuinely helpful for my workflow,798,4,32572,0.081
P00600,18-07-2024,00:58,instagram,image_caurosel,Post about brand building,#analytics #engagement,4343,Good reminder of the basics,431,448,51056,0.1108
P00601,19-10-2024,09:21,twiter,image_caurosel,Post about growth,#engagement #marketing,2238,"Not groundbreaking, but very solid advice",784,544,32945,0.1087
P00602,01-08-2024,03:17,youtube,image,Post about growth,#strategy #growth #content #engagement,964,"Straight to the point, well done",743,491,3974,0.6563
